id,t_read_image,t_blobs,t_clean.t_gray_norm,t_clean.t_blur,t_clean.t_eq,t_clean.t_thresh,t_erode.t_dilate,t_erode.t_open,t_detect.t_contours,t_detect.t_blobs_loop
0,0.017235989,0.003271295,0.001151216,0.00705368,0.00037146,0.000147166,0.002002543,0.005671855,0.000582552,0.000171573
1,0.021028244,0.002632243,0.000984549,0.007528011,0.00036996,0.000150222,0.002006025,0.005628967,0.00068433,0.000304535
2,0.020299082,0.002056302,0.000736662,0.00675133,0.000306609,0.000122962,0.0019001,0.005539263,0.000385812,0.000103777
3,0.016750659,0.002869539,0.000738922,0.006737237,0.000364646,0.000144629,0.001988118,0.005725299,0.000449572,0.000126629
4,0.017479358,0.002168894,0.000787681,0.006790107,0.000415923,0.000301813,0.002202431,0.005922242,0.000453516,0.000158795
5,0.018927219,0.001895544,0.000787588,0.006558424,0.000310813,0.000122055,0.001885674,0.005532522,0.00037796,8.6815e-05
6,0.017918448,0.000679607,0.000777588,0.006613516,0.000302979,0.000124833,0.001889655,0.005596429,0.000439368,0.00011987
7,0.018589074,0.00187723,0.000740717,0.006700368,0.000350497,0.000128518,0.001892767,0.005696077,0.000472015,0.000105333
8,0.016356309,0.002644169,0.000739866,0.006816274,0.000314239,0.00012361,0.001912174,0.005868168,0.000531238,0.000161869
9,0.019480364,0.004440122,0.000739903,0.006815607,0.000380794,0.000167332,0.002339578,0.006091149,0.000672199,0.000212703
10,0.020555284,0.000688866,0.000762125,0.006687959,0.000389628,0.000139962,0.001934526,0.005767317,0.000451257,0.000105536
11,0.019988602,0.001865155,0.000795977,0.007363548,0.000546312,0.000180221,0.002354911,0.006311907,0.000550293,0.000199999
12,0.017577246,0.003500998,0.000800236,0.0068182,0.000337442,0.00012924,0.00189597,0.00576891,0.000512497,0.000146832
13,0.025184385,0.003263629,0.000913272,0.00728466,0.000442923,0.000149999,0.002002506,0.005835706,0.000504071,0.000206721
14,0.021322057,0.000825254,0.000905716,0.007360808,0.000349998,0.000135425,0.002108543,0.006195056,0.0005442,0.000230647
15,0.024594333,0.004229215,0.000882902,0.007871157,0.00051133,0.000229962,0.002153821,0.006291351,0.000932216,0.000198981
16,0.02466063,0.000754347,0.001120697,0.007360548,0.000713867,0.000254072,0.002238875,0.006211759,0.000592607,0.000154666
17,0.025455347,0.003176907,0.001216474,0.007350419,0.000506126,0.000220517,0.002323097,0.00611963,0.000848291,0.000256554
18,0.022002053,0.004203104,0.001035049,0.007329142,0.000629162,0.000359202,0.002431486,0.006299017,0.000953106,0.000569422
19,0.024600296,0.004511955,0.000947106,0.007349937,0.000463849,0.00023648,0.002397042,0.006318925,0.000791032,0.000226369
20,0.023256787,0.003950421,0.001016753,0.007296975,0.000404534,0.00015224,0.002162561,0.005926112,0.00051483,0.000134443
21,0.023476082,0.007221271,0.000988179,0.007861342,0.000617737,0.000246462,0.002121562,0.006337406,0.000738829,0.00034509
22,0.021844036,0.004744287,0.001146567,0.00742103,0.0005322,0.00022361,0.002152246,0.006358073,0.000615497,0.000191832
23,0.023997282,0.001537935,0.00091479,0.007192031,0.000463423,0.00019224,0.002162746,0.006226944,0.000712366,0.000216554
24,0.025351496,0.001256659,0.000776274,0.007319344,0.000500701,0.000211351,0.00230269,0.005939501,0.000468682,0.000169833
25,0.020746468,0.000796255,0.000978809,0.007037031,0.000400813,0.000158777,0.002170413,0.005978205,0.000509905,0.000123925
26,0.020851782,0.001137048,0.000815606,0.006949996,0.000413719,0.000181055,0.002255876,0.006117426,0.000621681,0.000187073
27,0.02495872,0.000742236,0.000890977,0.007073068,0.000553441,0.00022961,0.002519392,0.006074278,0.000660867,0.000224535
28,0.022006682,0.001852989,0.000946809,0.007251086,0.00045396,0.000192462,0.002113784,0.006489924,0.000862661,0.000403017
29,0.026512619,0.000852365,0.000941698,0.007504529,0.000562497,0.000305498,0.002261894,0.0061195,0.000611978,0.000257665
30,0.026655525,0.003646941,0.000847514,0.007234067,0.00048322,0.000220239,0.002302431,0.005950816,0.000808384,0.000196591
31,0.024100725,0.000875532,0.000861421,0.007219012,0.000457886,0.000149332,0.001951192,0.005881705,0.000760514,0.000193925
32,0.022737308,0.000747218,0.001064087,0.006962217,0.000304424,0.00012674,0.002001543,0.005748966,0.000536275,0.000129703
33,0.019966639,0.000714107,0.000772866,0.006670348,0.000304999,0.000118851,0.001886748,0.005548356,0.000401793,0.000126111
34,0.01750058,0.002913205,0.000903513,0.006787478,0.00034522,0.000135314,0.002002655,0.005744298,0.000538015,0.000168018
35,0.019298087,0.000835236,0.000812736,0.006727127,0.000335961,0.000135869,0.001957711,0.005623077,0.000443608,0.000108315
36,0.019578808,0.00242093,0.000826903,0.006942995,0.000392997,0.000140814,0.001931655,0.005750798,0.000448293,0.000113185
37,0.018644721,0.002012914,0.00073831,0.006692849,0.00030722,0.00012261,0.001893729,0.005568615,0.000382775,7.7926e-05
38,0.018815924,0.000631182,0.000764736,0.006721108,0.000349461,0.000136425,0.001992377,0.005680929,0.000430441,0.000153555
39,0.016196365,0.002050618,0.000736811,0.006721589,0.000351646,0.000142481,0.001939044,0.005595837,0.000402238,0.000146518
40,0.018690387,0.002536225,0.000730181,0.006666034,0.000322128,0.000123129,0.001907155,0.005554874,0.00039009,0.000101907
41,0.016543438,0.000630089,0.000742792,0.006623201,0.000308813,0.000120518,0.001882822,0.00552567,0.000410794,0.00013348
42,0.017010842,0.000621626,0.00073494,0.006629145,0.000328479,0.000122,0.001931692,0.005561523,0.000396016,9.0055e-05
43,0.018637665,0.000679033,0.000738291,0.006800941,0.00030935,0.000123518,0.001916155,0.005544856,0.000391091,0.000100351
44,0.016540679,0.002226154,0.000790181,0.006570368,0.000301887,0.000120943,0.001905618,0.00549943,0.000388534,0.000133352
45,0.018975497,0.002166987,0.000735532,0.006620534,0.000302499,0.000119758,0.001880026,0.005533985,0.00037122,7.5629e-05
46,0.018612629,0.000654792,0.00073657,0.006697552,0.000308295,0.000123406,0.001884729,0.005538041,0.000383702,8.9147e-05
47,0.018569518,0.001846563,0.00076244,0.006632942,0.000311942,0.000121203,0.001883859,0.005539263,0.000392127,0.000123629
48,0.018859738,0.002293875,0.000737533,0.006673386,0.000309239,0.000124906,0.001883822,0.005549263,0.000379461,0.000120721
49,0.018485648,0.002157043,0.00078118,0.006725719,0.000317183,0.000122036,0.001981451,0.005506171,0.000371849,7.6426e-05
50,0.016091922,0.000633441,0.000738125,0.006822922,0.000312721,0.000123592,0.001885804,0.005548374,0.000396942,0.000102592
51,0.018871294,0.000640385,0.000739626,0.006706737,0.000316813,0.000122147,0.001906118,0.005597022,0.000400794,9.1629e-05
52,0.01647116,0.000661885,0.000737514,0.006693163,0.000305462,0.000120517,0.001902581,0.005510375,0.000396479,0.00014724
53,0.018640314,0.003193832,0.000734959,0.006736107,0.000316832,0.000121462,0.001933414,0.005743429,0.000551682,0.000131666
54,0.018450111,0.002749428,0.000827032,0.00698918,0.000416405,0.000193925,0.001976321,0.00589715,0.000443645,0.0001135
55,0.019230421,0.001595694,0.000765236,0.006553294,0.00033809,0.000132907,0.001942618,0.005517338,0.000379072,7.9981e-05
56,0.018659333,0.001860934,0.000741236,0.006675423,0.000310294,0.00012587,0.001887007,0.005544893,0.000384202,9.9129e-05
57,0.01894533,0.000683552,0.000733607,0.00685957,0.000340665,0.000129314,0.001945284,0.005676077,0.000446256,0.000116592
58,0.019214385,0.0023383,0.000746033,0.00675794,0.00034485,0.000132259,0.001916674,0.005665206,0.000478978,8.1389e-05
59,0.018988034,0.000628941,0.000809513,0.006779163,0.000348757,0.000136444,0.001967229,0.005607096,0.000535311,0.000136018
60,0.018892479,0.000690699,0.000795514,0.006600183,0.000335905,0.000174962,0.001926173,0.005682522,0.000503645,0.000142703
61,0.018339538,0.000667718,0.000796088,0.006595349,0.000299535,0.000121444,0.001901118,0.005535208,0.000408923,0.000113036
62,0.018813517,0.002148191,0.000787662,0.006619442,0.000307739,0.000124129,0.0019161,0.005565078,0.000407368,0.000105351
63,0.016014255,0.000630534,0.000736274,0.006703811,0.000297443,0.000120906,0.001884822,0.005523615,0.00038609,9.9685e-05
64,0.018654851,0.000785754,0.000735181,0.006824922,0.00031035,0.000122554,0.001881656,0.005655595,0.000476589,0.0001335
65,0.016468678,0.002225061,0.000738829,0.00668233,0.000313239,0.000123296,0.00190447,0.005523893,0.000388331,0.000103036
66,0.016551641,0.002343782,0.00073681,0.006642442,0.000310776,0.000122166,0.0018851,0.005533782,0.000395183,0.000122185
67,0.016426327,0.001614935,0.00076568,0.006648701,0.000302091,0.000120777,0.001882007,0.005585059,0.000411646,9.9055e-05
68,0.015960553,0.000634867,0.000791532,0.00664472,0.000310627,0.00012637,0.001900952,0.00552117,0.000384757,0.000129981
69,0.01645679,0.002278042,0.000783699,0.006616423,0.000303628,0.000121259,0.001911563,0.005507633,0.000379443,0.000117258
70,0.015831516,0.000670496,0.000732051,0.006620294,0.000298239,0.000121018,0.001883822,0.005559022,0.000408738,0.000114648
71,0.018585407,0.002130283,0.000768366,0.006722885,0.000296536,0.000120258,0.001880841,0.005537652,0.000374479,7.7352e-05
72,0.019262032,0.002443115,0.000774292,0.006860847,0.00036398,0.000136388,0.002014488,0.005819799,0.000444534,0.000106221
73,0.020058324,0.000887643,0.000853162,0.006946421,0.000385183,0.000183351,0.002097599,0.005862353,0.000576089,0.000133851
74,0.019439383,0.000891124,0.000791884,0.006873237,0.000466997,0.000187517,0.001958358,0.00582591,0.000533404,0.000201499
75,0.018528574,0.000864069,0.000943513,0.006764848,0.00034598,0.000138276,0.001961711,0.005898594,0.000514664,0.000191814
76,0.018260131,0.000685051,0.000809625,0.006951292,0.000484256,0.000162407,0.002058414,0.005889687,0.000432553,0.000100499
77,0.020383748,0.002825724,0.00091655,0.006996032,0.000367534,0.000149925,0.00203458,0.00599052,0.000561163,0.000205499
78,0.017948318,0.003283184,0.000781144,0.007009569,0.000359479,0.000141906,0.002000117,0.00578691,0.000484423,0.000138999
79,0.01838476,0.003023315,0.000818366,0.006896588,0.000422053,0.000190462,0.002114914,0.005944742,0.000557719,0.000133536
80,0.020372303,0.00108029,0.000815384,0.006907792,0.000429719,0.000160444,0.001998396,0.005900205,0.000554311,0.000199851
81,0.01930368,0.000626274,0.000760366,0.006655812,0.000341016,0.000133777,0.001892452,0.005569966,0.000412516,0.000112481
82,0.016107421,0.000693292,0.000805884,0.006624164,0.000302665,0.000122573,0.001879877,0.005542134,0.000388331,0.000111888
83,0.016419216,0.000676718,0.000735514,0.006664552,0.00031211,0.000120517,0.001898526,0.005507948,0.000374405,8.5333e-05
84,0.018655499,0.000633848,0.000794681,0.006795496,0.000334183,0.000127814,0.001921211,0.005570244,0.000409997,0.000124759
85,0.016806343,0.0006392,0.000780125,0.006729182,0.000305628,0.00012174,0.001885988,0.005527893,0.00039096,9.0352e-05
86,0.015974738,0.002067747,0.000736959,0.006646423,0.000313183,0.000122796,0.001882007,0.005526152,0.000382072,9.087e-05
87,0.018868405,0.000629163,0.000731218,0.006725145,0.000302961,0.000121258,0.00190521,0.00554106,0.000376905,8.6815e-05
88,0.018824128,0.000633941,0.000750977,0.006809793,0.00035846,0.000127333,0.001897655,0.005575022,0.000398128,0.000147702
89,0.018777424,0.001880896,0.000737533,0.006731163,0.000317554,0.000126092,0.001885877,0.005551597,0.000378627,8.5852e-05
90,0.018969423,0.002314875,0.000734218,0.006672219,0.000308795,0.000166351,0.001910933,0.005501596,0.000373535,8.2851e-05
91,0.016442771,0.002259672,0.000733885,0.006618349,0.000311257,0.000120907,0.001891174,0.005555263,0.000385683,0.000119851
92,0.018870757,0.000625774,0.000729717,0.006808441,0.000311128,0.000121962,0.001904211,0.005534096,0.000411349,0.000112296
93,0.016544697,0.002246857,0.000782162,0.006636997,0.000323017,0.000123166,0.001908358,0.005618615,0.00040422,0.000101888
94,0.016697567,0.001891488,0.000788439,0.006604516,0.000306702,0.000120499,0.001907211,0.005512318,0.000380294,0.000134425
95,0.016068533,0.00065844,0.000732144,0.006666719,0.000306517,0.000119222,0.001903452,0.005536874,0.000389498,0.000101036
96,0.018661796,0.000635866,0.000735163,0.006671534,0.000298831,0.00012087,0.001897155,0.005534578,0.000393683,0.000110962
97,0.017502006,0.000666904,0.000787032,0.006664645,0.00030585,0.000121388,0.001922563,0.005505337,0.000375035,0.000110981
98,0.018641462,0.000663774,0.000736384,0.006730237,0.000330017,0.000127962,0.001919878,0.005514652,0.000382812,0.000108036
99,0.016048718,0.000656607,0.000737292,0.006741996,0.00034848,0.000143851,0.001887896,0.005526486,0.000396201,0.000142888
100,0.018900035,0.000693848,0.000773903,0.006648997,0.000305239,0.000122462,0.001908267,0.005505504,0.000391794,0.000137925
101,0.017071471,0.0006582,0.000736662,0.006699367,0.000342146,0.000128444,0.001892062,0.005623411,0.000419368,9.8222e-05
102,0.018643628,0.000634719,0.000787791,0.006672497,0.000309332,0.000121888,0.001892118,0.005560707,0.000444108,0.00013374
103,0.016290477,0.002317838,0.000740181,0.006639256,0.000309609,0.000123148,0.001914155,0.005527393,0.000389164,0.000123944
104,0.018654796,0.000687774,0.00078681,0.006600146,0.000302165,0.000121832,0.001926525,0.0055358,0.000398405,0.000122722
105,0.018584573,0.000633348,0.000784217,0.006550054,0.000303553,0.000120481,0.001907488,0.005503301,0.00039746,0.000147018
106,0.016209902,0.002869575,0.000784181,0.0068257,0.00039359,0.000139962,0.001976914,0.005835224,0.000490756,0.000163369
107,0.02058532,0.000637107,0.000828717,0.006942477,0.00036372,0.000167628,0.00206158,0.005960816,0.000666514,0.000177758
108,0.021011911,0.001033735,0.000790699,0.006849015,0.000433386,0.000232276,0.002060247,0.006020834,0.000592959,0.000318406
109,0.018219779,0.003580275,0.00081668,0.007053828,0.000370183,0.000153462,0.002023414,0.005898483,0.00057707,0.000148666
110,0.01777169,0.000925606,0.000820939,0.006853015,0.000399294,0.000153628,0.002002377,0.006959921,0.000520848,0.000138351
111,0.019268736,0.00076831,0.000790458,0.008107266,0.000443849,0.000157037,0.001973729,0.005844669,0.000528553,0.000143721
112,0.020971763,0.001036012,0.000885328,0.006881404,0.000469293,0.000168962,0.00208258,0.005938983,0.000544515,0.00017137
113,0.020431618,0.000807477,0.000793125,0.007030698,0.000428664,0.000175888,0.002109894,0.005880724,0.000556608,0.000145833
114,0.024100448,0.000531923,0.000780828,0.006728126,0.000324258,0.000125129,0.001902137,0.005563726,0.000400276,9.937e-05
115,0.016636919,0.002482819,0.000763051,0.006683441,0.000303258,0.000120499,0.001915359,0.005537041,0.000382257,0.000100426
116,0.015952145,0.000651348,0.000766606,0.006658275,0.000308498,0.000120259,0.001917136,0.00565767,0.000390424,0.000134425
117,0.018996979,0.000621348,0.000733533,0.00729166,0.000401442,0.00015461,0.00232782,0.00573491,0.000402591,0.000112295
118,0.019774197,0.001935359,0.000967624,0.006634793,0.000301184,0.000121758,0.001931729,0.00551756,0.000365942,7.2296e-05
119,0.018407797,0.000690904,0.000793255,0.006693922,0.000307536,0.000121258,0.00190934,0.005577874,0.000431276,0.000149499
120,0.018567407,0.002042506,0.000735311,0.00682194,0.000326313,0.000125648,0.001915377,0.005535263,0.00036985,7.5425e-05
121,0.016442438,0.002219005,0.000759681,0.006656201,0.000310424,0.000121777,0.001886525,0.005565189,0.000383591,0.00010074
122,0.016563253,0.002019674,0.000735959,0.006630256,0.000308591,0.000120907,0.0019096,0.005547281,0.000383331,0.000123277
123,0.018534518,0.001924044,0.00073181,0.006616849,0.000307276,0.000120925,0.001916877,0.005635263,0.000381683,0.000101258
124,0.018627074,0.001957951,0.000734255,0.00671096,0.000302035,0.000121203,0.001888951,0.0055508,0.000373164,7.4426e-05
125,0.018742239,0.000637774,0.000733625,0.006675219,0.000309517,0.000120425,0.001913341,0.005518614,0.000376905,8.8981e-05
126,0.016124699,0.000690311,0.000768088,0.006601682,0.00030061,0.000120184,0.00191147,0.005538134,0.000405961,0.000136369
127,0.018549814,0.002136135,0.000732736,0.006786719,0.000302516,0.000121259,0.001912173,0.005540467,0.000398609,9.4684e-05
128,0.018746998,0.002157025,0.000729477,0.006577424,0.000306609,0.000139444,0.001887081,0.005507226,0.000383942,8.9037e-05
129,0.016551511,0.002051673,0.00073094,0.00671507,0.000303239,0.00012024,0.001952822,0.005511059,0.00038672,0.000124555
130,0.018472889,0.000681422,0.000788125,0.00667159,0.000304757,0.000121685,0.001912507,0.005499171,0.000377776,0.000110407
131,0.016262273,0.002057081,0.00073207,0.006638664,0.000303683,0.000121258,0.001945358,0.005562152,0.000397016,0.00010287
132,0.016438623,0.002159728,0.000779347,0.00657672,0.000306813,0.000121499,0.00190197,0.005536189,0.000384239,0.000123462
133,0.016116995,0.000665903,0.000731977,0.006708701,0.000303831,0.000121407,0.001882026,0.005526115,0.00039009,0.000132407
134,0.016751511,0.000665218,0.000736774,0.007023698,0.000385424,0.000129203,0.001951322,0.005534504,0.000388868,0.000138148
135,0.01665666,0.000629293,0.00073157,0.006860977,0.000332739,0.000126184,0.001912581,0.005527263,0.000392498,9.9388e-05
136,0.016512864,0.000639162,0.000734773,0.006675701,0.000307998,0.000120851,0.001905063,0.005510319,0.00037522,0.000110592
137,0.016487253,0.002132339,0.000797791,0.006626405,0.000323146,0.00012761,0.001926989,0.005507282,0.000385516,0.000122333
138,0.017127397,0.0006172,0.00073007,0.006704423,0.000307387,0.000121166,0.001900748,0.005511818,0.000384628,0.000106555
139,0.016638882,0.001969933,0.000769755,0.006627627,0.000327257,0.000123777,0.001883747,0.00551419,0.00040359,0.000128851
140,0.018671517,0.002060951,0.000724959,0.006679478,0.000301258,0.00012224,0.001891025,0.005584689,0.000372331,8.737e-05
141,0.016382975,0.001990785,0.00078844,0.006686756,0.000308146,0.000121999,0.001920137,0.005507578,0.000379405,0.000100648
142,0.018960886,0.001875655,0.000734885,0.006647108,0.000307702,0.000119499,0.0018791,0.005551115,0.000387627,7.6685e-05
143,0.016375883,0.000639496,0.000730163,0.006659534,0.000310516,0.000121592,0.001899229,0.005514671,0.000382219,0.000123981
144,0.018539574,0.002077432,0.000730848,0.00665459,0.000308572,0.000120703,0.001907322,0.005571893,0.000410108,0.000102592
145,0.0184865,0.000698329,0.000731977,0.007161254,0.000326164,0.000128407,0.001926099,0.005515504,0.000386739,0.000127295
146,0.016911843,0.000696274,0.000730681,0.006617256,0.000293239,0.000121259,0.001886878,0.005523671,0.000379868,8.8388e-05
147,0.018659573,0.000642367,0.000730903,0.006568664,0.000309462,0.00012248,0.001885377,0.005515282,0.000411294,0.000137851
148,0.018686536,0.002325245,0.000791514,0.00678594,0.000307888,0.000121665,0.001884026,0.005500892,0.000385016,0.000111166
149,0.016209588,0.000660959,0.000730014,0.006696312,0.000308776,0.000122536,0.001903247,0.005516245,0.000392053,0.000137036
150,0.019088478,0.002025951,0.000732532,0.006703756,0.000301887,0.000120981,0.001911433,0.005516856,0.000378053,0.000101073
151,0.0185125,0.001742304,0.000731162,0.006743348,0.000306425,0.000124517,0.001977025,0.007555306,0.000450664,0.000117907
152,0.016042404,0.000702273,0.000789403,0.006581331,0.000325628,0.000128758,0.001929804,0.005528448,0.000392702,0.000149499
153,0.018771757,0.00177147,0.000760866,0.006695682,0.000311035,0.000120018,0.001911267,0.005516226,0.000390794,7.6204e-05
154,0.016265217,0.001956729,0.000732125,0.006726589,0.000319924,0.000124259,0.001892044,0.005550097,0.000422387,9.6092e-05
155,0.016262328,0.001945729,0.000816106,0.006743071,0.000297165,0.000121555,0.001907822,0.005517263,0.000381905,9.8963e-05
156,0.016459531,0.00233419,0.000777791,0.006713479,0.000321035,0.000122647,0.0019141,0.005516355,0.00038922,0.000123333
157,0.016415716,0.000667755,0.000737163,0.006662719,0.000301387,0.00012274,0.001887007,0.005569819,0.00039135,0.000133314
158,0.016072848,0.000664311,0.000733625,0.006703608,0.000307924,0.000125018,0.001908507,0.005524337,0.000390683,0.000112314
159,0.016257143,0.002078062,0.00079557,0.006580756,0.000289147,0.000122332,0.001906674,0.005545726,0.000382312,0.000122314
160,0.018891554,0.003257184,0.000734996,0.006666534,0.000328812,0.000124851,0.0018846,0.005525855,0.000397554,0.000100962
